"","GEOID","wt","STATEFP10","COUNTYFP10","TRACTCE10","NAME10","NAMELSAD10","MTFCC10","FUNCSTAT10","ALAND10","AWATER10","INTPTLAT10","INTPTLON10","C000","CNS03","CNS05","CNS06","CNS08","UMWT","UMWTshare"
"168","53033022500",293,53,33,22500,225,"Census Tract 225","G5020","S",3774561,188853,47.6799808,-122.1926045,8456,0,343,254,3,600,0.0709555345316935
"169","53033022603",311,53,33,22603,226.03,"Census Tract 226.03","G5020","S",2896820,12563,47.6948197,-122.1716302,1428,0,2,41,39,82,0.0574229691876751
"170","53033022604",312,53,33,22604,226.04,"Census Tract 226.04","G5020","S",2955131,0,47.6762277,-122.1740019,2124,0,11,26,0,37,0.0174199623352166
"171","53033022605",62,53,33,22605,226.05,"Census Tract 226.05","G5020","S",4727320,0,47.6914671,-122.1557444,6072,31,2210,291,3,2535,0.417490118577075
"172","53033022606",206,53,33,22606,226.06,"Census Tract 226.06","G5020","S",2757465,27137,47.6689188,-122.1547915,456,127,0,1,0,128,0.280701754385965
"173","53033022701",96,53,33,22701,227.01,"Census Tract 227.01","G5020","S",1658813,463268,47.6536174,-122.2060589,6593,0,654,542,1,1197,0.181556195965418
"174","53033022702",207,53,33,22702,227.02,"Census Tract 227.02","G5020","S",2450337,0,47.6568197,-122.1942746,808,0,0,1,0,1,0.00123762376237624
"175","53033022703",117,53,33,22703,227.03,"Census Tract 227.03","G5020","S",4207715,0,47.6572912,-122.1758426,904,0,3,20,0,23,0.0254424778761062
"176","53033022801",157,53,33,22801,228.01,"Census Tract 228.01","G5020","S",4865268,0,47.646431,-122.1532208,3330,0,11,33,0,44,0.0132132132132132
"177","53033022802",331,53,33,22802,228.02,"Census Tract 228.02","G5020","S",2657468,0,47.6633906,-122.1350007,210,0,0,16,8,24,0.114285714285714
"178","53033022803",177,53,33,22803,228.03,"Census Tract 228.03","G5020","S",4772689,0,47.6439331,-122.1312723,52073,0,2374,528,12,2914,0.055959902444645
"179","53033022901",205,53,33,22901,229.01,"Census Tract 229.01","G5020","S",1484063,0,47.6366077,-122.1183943,432,0,0,11,1,12,0.0277777777777778
"180","53033022902",63,53,33,22902,229.02,"Census Tract 229.02","G5020","S",3427199,1688812,47.6403935,-122.102278,208,0,31,24,0,55,0.264423076923077
"181","53033023000",208,53,33,23000,230,"Census Tract 230","G5020","S",3286160,2508903,47.620581,-122.1031787,1534,0,1,69,0,70,0.045632333767927
"182","53033023100",222,53,33,23100,231,"Census Tract 231","G5020","S",2531810,2665265,47.6067132,-122.1114759,362,0,0,17,0,17,0.0469613259668508
"183","53033023201",89,53,33,23201,232.01,"Census Tract 232.01","G5020","S",1589789,0,47.6186062,-122.1375409,1265,0,0,24,170,194,0.153359683794466
"184","53033023202",178,53,33,23202,232.02,"Census Tract 232.02","G5020","S",1470662,0,47.6179632,-122.1270727,1789,0,41,25,0,66,0.0368921185019564
"185","53033023300",224,53,33,23300,233,"Census Tract 233","G5020","S",3589676,248744,47.6003452,-122.1289619,827,0,1,18,0,19,0.0229746070133011
"186","53033023401",225,53,33,23401,234.01,"Census Tract 234.01","G5020","S",3740203,0,47.5867489,-122.1467322,10553,138,356,926,37,1457,0.138065005211788
"187","53033023403",87,53,33,23403,234.03,"Census Tract 234.03","G5020","S",3308890,1972210,47.5817847,-122.1151458,5742,0,2399,37,0,2436,0.424242424242424
"188","53033023404",86,53,33,23404,234.04,"Census Tract 234.04","G5020","S",1793702,1870257,47.566993,-122.0852255,164,0,0,16,0,16,0.0975609756097561
"189","53033023500",226,53,33,23500,235,"Census Tract 235","G5020","S",2273132,0,47.5913824,-122.1728599,539,0,1,199,0,200,0.371057513914657
"190","53033023601",245,53,33,23601,236.01,"Census Tract 236.01","G5020","S",4602566,0,47.6104586,-122.1719138,12433,0,49,755,48,852,0.0685273063621009
"191","53033023603",223,53,33,23603,236.03,"Census Tract 236.03","G5020","S",2028190,0,47.6173977,-122.1508058,2687,0,23,133,22,178,0.0662448827688872
"192","53033023604",247,53,33,23604,236.04,"Census Tract 236.04","G5020","S",2940216,0,47.5993896,-122.1539499,794,0,0,163,15,178,0.224181360201511
"193","53033023700",248,53,33,23700,237,"Census Tract 237","G5020","S",7530638,18305,47.6327201,-122.1733574,27418,0,1725,1138,475,3338,0.121744839156758
"194","53033023801",268,53,33,23801,238.01,"Census Tract 238.01","G5020","S",3723442,0,47.5957098,-122.188697,5702,9,26,442,94,571,0.100140301648544
"195","53033023803",105,53,33,23803,238.03,"Census Tract 238.03","G5020","S",563963,0,47.6192542,-122.1978584,10615,0,191,304,23,518,0.0487988695242581
"196","53033023804",88,53,33,23804,238.04,"Census Tract 238.04","G5020","S",1220954,0,47.6132805,-122.198466,39673,0,84,2142,15,2241,0.056486779421773
"197","53033023900",90,53,33,23900,239,"Census Tract 239","G5020","S",4649863,4222583,47.5830719,-122.2002301,335,0,1,26,0,27,0.0805970149253731
"198","53033024000",269,53,33,24000,240,"Census Tract 240","G5020","S",4669788,239079,47.6273756,-122.2042081,5251,0,52,596,10,658,0.125309464863835
"199","53033024100",116,53,33,24100,241,"Census Tract 241","G5020","S",4432887,1658184,47.6426931,-122.2202683,577,0,44,41,0,85,0.147313691507799
"200","53033024200",118,53,33,24200,242,"Census Tract 242","G5020","S",3706733,11129640,47.6330584,-122.2404977,330,0,0,13,0,13,0.0393939393939394
"201","53033024300",313,53,33,24300,243,"Census Tract 243","G5020","S",4071795,9463811,47.5901123,-122.245844,3719,0,7,146,34,187,0.0502823339607421
"202","53033024400",314,53,33,24400,244,"Census Tract 244","G5020","S",1627672,660948,47.5822829,-122.217867,1180,0,0,23,0,23,0.0194915254237288
"203","53033024500",315,53,33,24500,245,"Census Tract 245","G5020","S",3785637,2227321,47.5664031,-122.2202549,991,0,0,13,0,13,0.0131180625630676
"204","53033024601",246,53,33,24601,246.01,"Census Tract 246.01","G5020","S",4016906,2661746,47.5484565,-122.2237306,222,0,3,18,2,23,0.103603603603604
"205","53033024602",64,53,33,24602,246.02,"Census Tract 246.02","G5020","S",2868432,2569219,47.5326968,-122.2319773,531,0,3,10,0,13,0.0244821092278719
"206","53033024701",270,53,33,24701,247.01,"Census Tract 247.01","G5020","S",2739207,0,47.5614775,-122.1808594,248,0,0,21,1,22,0.0887096774193548
"207","53033024702",272,53,33,24702,247.02,"Census Tract 247.02","G5020","S",6392898,797574,47.5396242,-122.1897607,1033,0,34,24,0,58,0.0561471442400774
"208","53033024800",120,53,33,24800,248,"Census Tract 248","G5020","S",3775702,0,47.5743916,-122.1521009,12200,0,44,369,32,445,0.0364754098360656
"209","53033024901",271,53,33,24901,249.01,"Census Tract 249.01","G5020","S",3183749,0,47.5633033,-122.1575188,655,0,4,221,0,225,0.343511450381679
"210","53033024902",121,53,33,24902,249.02,"Census Tract 249.02","G5020","S",2029984,0,47.5653697,-122.1337183,78,0,0,7,0,7,0.0897435897435897
"211","53033024903",122,53,33,24903,249.03,"Census Tract 249.03","G5020","S",4963596,0,47.5508498,-122.1412595,475,0,0,181,0,181,0.381052631578947
"212","53033025001",69,53,33,25001,250.01,"Census Tract 250.01","G5020","S",3531217,28798,47.5380627,-122.1693928,782,0,1,19,0,20,0.0255754475703325
"213","53033025003",95,53,33,25003,250.03,"Census Tract 250.03","G5020","S",6352436,0,47.5567201,-122.1081035,460,0,1,45,19,65,0.141304347826087
"214","53033025005",107,53,33,25005,250.05,"Census Tract 250.05","G5020","S",7684826,0,47.5306823,-122.1466867,1107,15,33,24,27,99,0.0894308943089431
"215","53033025006",106,53,33,25006,250.06,"Census Tract 250.06","G5020","S",22393618,0,47.5269219,-122.098686,524,0,4,27,0,31,0.0591603053435115
"216","53033025101",374,53,33,25101,251.01,"Census Tract 251.01","G5020","S",2935513,0,47.509392,-122.1549957,622,0,4,4,0,8,0.0128617363344051
"217","53033025102",123,53,33,25102,251.02,"Census Tract 251.02","G5020","S",6232169,0,47.4980982,-122.140725,1051,17,16,18,10,61,0.0580399619410086
"218","53033025200",375,53,33,25200,252,"Census Tract 252","G5020","S",4544252,0,47.5106885,-122.1827358,497,0,0,14,2,16,0.0321931589537223
"219","53033025301",174,53,33,25301,253.01,"Census Tract 253.01","G5020","S",3821608,2029946,47.5102693,-122.2031668,19032,48,15231,496,28,15803,0.830338377469525
"220","53033025302",81,53,33,25302,253.02,"Census Tract 253.02","G5020","S",3972686,2424838,47.4920143,-122.2153507,7132,0,110,151,194,455,0.0637969713965227
"221","53033025400",348,53,33,25400,254,"Census Tract 254","G5020","S",2300848,0,47.494539,-122.1839089,1193,0,8,3,0,11,0.00922045264040235
"222","53033025500",349,53,33,25500,255,"Census Tract 255","G5020","S",1524600,0,47.4970722,-122.1699618,540,0,1,2,0,3,0.00555555555555556
"223","53033025601",175,53,33,25601,256.01,"Census Tract 256.01","G5020","S",2894103,0,47.4827528,-122.1748691,665,0,1,0,23,24,0.0360902255639098
"224","53033025602",108,53,33,25602,256.02,"Census Tract 256.02","G5020","S",5204940,0,47.4777132,-122.1488815,374,0,0,10,0,10,0.0267379679144385
"225","53033025701",330,53,33,25701,257.01,"Census Tract 257.01","G5020","S",3780704,0,47.4716037,-122.1913955,821,0,86,39,6,131,0.159561510353228
"226","53033025702",350,53,33,25702,257.02,"Census Tract 257.02","G5020","S",2852893,0,47.4638347,-122.16465,86,0,0,12,0,12,0.13953488372093
"227","53033025803",65,53,33,25803,258.03,"Census Tract 258.03","G5020","S",1343482,0,47.4503896,-122.178457,167,0,0,7,0,7,0.0419161676646707
"228","53033025804",289,53,33,25804,258.04,"Census Tract 258.04","G5020","S",2358347,0,47.4547647,-122.1691692,142,0,1,2,12,15,0.105633802816901
"229","53033025805",176,53,33,25805,258.05,"Census Tract 258.05","G5020","S",2392257,35493,47.4548196,-122.1939161,366,0,2,23,3,28,0.0765027322404372
"230","53033025806",82,53,33,25806,258.06,"Census Tract 258.06","G5020","S",2934558,150285,47.4550034,-122.2107374,4942,0,4,17,11,32,0.00647511129097531
"231","53033026001",48,53,33,26001,260.01,"Census Tract 260.01","G5020","S",2747927,0,47.499027,-122.2362315,314,0,1,8,4,13,0.0414012738853503
"232","53033026002",288,53,33,26002,260.02,"Census Tract 260.02","G5020","S",2767309,1607,47.4825107,-122.2239768,742,0,1,26,42,69,0.0929919137466307
"233","53033026100",47,53,33,26100,261,"Census Tract 261","G5020","S",4302988,9859,47.4910723,-122.2500978,852,12,269,9,13,303,0.355633802816901
"234","53033026200",46,53,33,26200,262,"Census Tract 262","G5020","S",15241096,526900,47.4591441,-122.2435898,44434,182,4660,4340,1858,11040,0.248458387721114
"235","53033026300",45,53,33,26300,263,"Census Tract 263","G5020","S",4827827,388852,47.5089631,-122.2889871,6925,0,5452,141,192,5785,0.835379061371841
"236","53033026400",44,53,33,26400,264,"Census Tract 264","G5020","S",4780011,299442,47.509131,-122.3111776,3695,0,808,296,482,1586,0.429228687415426
"237","53033026500",43,53,33,26500,265,"Census Tract 265","G5020","S",1993802,1625,47.5145478,-122.3380052,795,8,71,13,14,106,0.133333333333333
"238","53033026600",19,53,33,26600,266,"Census Tract 266","G5020","S",1160397,0,47.512846,-122.3632681,640,0,7,3,0,10,0.015625
"239","53033026700",18,53,33,26700,267,"Census Tract 267","G5020","S",3084839,419292,47.4962788,-122.3638054,413,0,0,6,9,15,0.036319612590799
"240","53033026801",17,53,33,26801,268.01,"Census Tract 268.01","G5020","S",1538512,5897,47.5076338,-122.3433587,446,0,2,1,6,9,0.0201793721973094
"241","53033026802",16,53,33,26802,268.02,"Census Tract 268.02","G5020","S",2035727,18135,47.4983057,-122.3429643,397,0,3,0,37,40,0.100755667506297
"242","53033027000",15,53,33,27000,270,"Census Tract 270","G5020","S",1978526,12524,47.4976819,-122.3219067,121,0,4,1,2,7,0.0578512396694215
"243","53033027100",14,53,33,27100,271,"Census Tract 271","G5020","S",1567464,0,47.4920386,-122.2998447,689,0,1,2,33,36,0.0522496371552975
"244","53033027200",13,53,33,27200,272,"Census Tract 272","G5020","S",3321974,85339,47.4867948,-122.2813197,9138,0,345,853,1617,2815,0.308054278835631
"245","53033027300",12,53,33,27300,273,"Census Tract 273","G5020","S",3552158,5405,47.4780597,-122.299328,762,0,321,7,43,371,0.486876640419947
"246","53033027400",383,53,33,27400,274,"Census Tract 274","G5020","S",3325461,0,47.4827326,-122.3236114,1084,10,7,11,10,38,0.0350553505535055
"247","53033027500",382,53,33,27500,275,"Census Tract 275","G5020","S",2229521,0,47.4816357,-122.341172,1261,0,6,5,27,38,0.0301348136399683
"248","53033027600",357,53,33,27600,276,"Census Tract 276","G5020","S",2846424,1307943,47.4745719,-122.3595893,855,0,5,10,0,15,0.0175438596491228
"249","53033027701",83,53,33,27701,277.01,"Census Tract 277.01","G5020","S",44151776,9781558,47.4509608,-122.4764915,1957,16,250,30,38,334,0.170669391926418
"250","53033027702",339,53,33,27702,277.02,"Census Tract 277.02","G5020","S",51481975,23439547,47.3727844,-122.4617896,342,11,9,9,2,31,0.0906432748538012
"251","53033027800",338,53,33,27800,278,"Census Tract 278","G5020","S",2577267,1094948,47.4515094,-122.3679231,128,0,17,15,0,32,0.25
"252","53033027900",337,53,33,27900,279,"Census Tract 279","G5020","S",3358042,153582,47.4638936,-122.3478454,8729,47,62,306,68,483,0.0553327987169206
"253","53033028000",336,53,33,28000,280,"Census Tract 280","G5020","S",2094341,0,47.4666281,-122.3239219,970,0,0,1,0,1,0.00103092783505155
"254","53033028100",335,53,33,28100,281,"Census Tract 281","G5020","S",1627778,0,47.4686896,-122.2991209,1031,25,27,1,11,64,0.0620756547041707
"255","53033028200",334,53,33,28200,282,"Census Tract 282","G5020","S",2687326,1028,47.4656308,-122.2755633,1289,0,0,23,4,27,0.0209464701318852
"256","53033028300",321,53,33,28300,283,"Census Tract 283","G5020","S",8206439,153403,47.4309168,-122.2693876,6137,0,1681,1322,657,3660,0.596382597360274
"257","53033028402",320,53,33,28402,284.02,"Census Tract 284.02","G5020","S",8324279,0,47.4501488,-122.3030373,11727,0,8,59,7866,7933,0.676473096273557
"258","53033028403",319,53,33,28403,284.03,"Census Tract 284.03","G5020","S",2086535,32665,47.4388693,-122.2831589,2594,0,0,26,229,255,0.0983037779491133
"259","53033028500",318,53,33,28500,285,"Census Tract 285","G5020","S",3509824,0,47.4454085,-122.3248135,1321,0,116,127,605,848,0.641937925813777
"260","53033028600",317,53,33,28600,286,"Census Tract 286","G5020","S",6463133,1891466,47.4329749,-122.3446892,752,0,2,15,2,19,0.0252659574468085
"261","53033028700",316,53,33,28700,287,"Census Tract 287","G5020","S",2675325,0,47.4212394,-122.3278018,289,0,4,109,49,162,0.560553633217993
"262","53033028801",300,53,33,28801,288.01,"Census Tract 288.01","G5020","S",5203599,0,47.4206939,-122.308606,2846,0,54,46,1083,1183,0.415671117357695
"263","53033028802",299,53,33,28802,288.02,"Census Tract 288.02","G5020","S",2415612,415841,47.4249416,-122.2880021,7374,0,0,109,6203,6312,0.855980471928397
"264","53033028901",298,53,33,28901,289.01,"Census Tract 289.01","G5020","S",2285605,425573,47.4026302,-122.3203514,1610,3,23,72,22,120,0.0745341614906832
"265","53033028902",297,53,33,28902,289.02,"Census Tract 289.02","G5020","S",2062176,0,47.3994087,-122.3017641,717,0,2,8,42,52,0.0725244072524407
"266","53033029001",381,53,33,29001,290.01,"Census Tract 290.01","G5020","S",2635370,952681,47.3840122,-122.3220799,702,0,0,44,13,57,0.0811965811965812
"267","53033029003",380,53,33,29003,290.03,"Census Tract 290.03","G5020","S",2574768,0,47.3824985,-122.3057539,1075,0,0,4,14,18,0.0167441860465116
"268","53033029004",379,53,33,29004,290.04,"Census Tract 290.04","G5020","S",1825372,0,47.3799024,-122.2968653,1782,76,458,23,76,633,0.355218855218855
"269","53033029101",111,53,33,29101,291.01,"Census Tract 291.01","G5020","S",3352098,167811,47.3975237,-122.2794706,202,0,0,35,7,42,0.207920792079208
"270","53033029102",110,53,33,29102,291.02,"Census Tract 291.02","G5020","S",2582809,0,47.3799253,-122.2841053,190,0,0,5,0,5,0.0263157894736842
"271","53033029203",378,53,33,29203,292.03,"Census Tract 292.03","G5020","S",2010123,0,47.3862746,-122.2313701,3958,0,122,19,7,148,0.0373926225366347
"272","53033029204",361,53,33,29204,292.04,"Census Tract 292.04","G5020","S",4234266,1687,47.3955305,-122.2160422,1716,0,442,18,120,580,0.337995337995338
"273","53033029205",197,53,33,29205,292.05,"Census Tract 292.05","G5020","S",1868727,40406,47.3878189,-122.263393,941,0,87,110,66,263,0.279489904357067
"274","53033029206",109,53,33,29206,292.06,"Census Tract 292.06","G5020","S",17212475,214543,47.4144378,-122.2433601,39706,213,11987,7895,4255,24350,0.613257442200171
"275","53033029303",360,53,33,29303,293.03,"Census Tract 293.03","G5020","S",3608397,1116,47.4364727,-122.1998867,1508,0,2,23,1,26,0.0172413793103448
"276","53033029304",359,53,33,29304,293.04,"Census Tract 293.04","G5020","S",4132285,30364,47.4382513,-122.1715428,187,0,0,3,0,3,0.0160427807486631
"277","53033029305",358,53,33,29305,293.05,"Census Tract 293.05","G5020","S",2897239,2248,47.4219144,-122.2114434,229,0,1,3,1,5,0.0218340611353712
"278","53033029306",296,53,33,29306,293.06,"Census Tract 293.06","G5020","S",2372855,182821,47.4217238,-122.1835438,281,0,1,6,0,7,0.0249110320284698
"279","53033029307",295,53,33,29307,293.07,"Census Tract 293.07","G5020","S",3808766,61769,47.4218407,-122.1594823,246,0,5,78,1,84,0.341463414634146
"280","53033029403",294,53,33,29403,294.03,"Census Tract 294.03","G5020","S",2407382,385,47.4094368,-122.2002607,365,0,0,1,5,6,0.0164383561643836
"281","53033029405",280,53,33,29405,294.05,"Census Tract 294.05","G5020","S",2491156,986,47.4117274,-122.1757403,78,0,0,1,0,1,0.0128205128205128
"282","53033029406",279,53,33,29406,294.06,"Census Tract 294.06","G5020","S",2616772,92988,47.397426,-122.1786798,191,0,0,4,27,31,0.162303664921466
"283","53033029407",278,53,33,29407,294.07,"Census Tract 294.07","G5020","S",1360513,0,47.3942408,-122.2017733,729,0,0,4,13,17,0.0233196159122085
"284","53033029408",277,53,33,29408,294.08,"Census Tract 294.08","G5020","S",1238188,0,47.3946962,-122.1916681,135,0,0,8,2,10,0.0740740740740741
"285","53033029502",276,53,33,29502,295.02,"Census Tract 295.02","G5020","S",4309765,36477,47.3741574,-122.1753447,4952,0,0,14,18,32,0.00646203554119548
"286","53033029503",275,53,33,29503,295.03,"Census Tract 295.03","G5020","S",2362193,545,47.3763084,-122.2063943,2311,0,4,14,14,32,0.0138468195586326
"287","53033029504",256,53,33,29504,295.04,"Census Tract 295.04","G5020","S",1883400,0,47.3797202,-122.1945497,1309,0,1,3,2,6,0.00458365164247517
"288","53033029601",255,53,33,29601,296.01,"Census Tract 296.01","G5020","S",3950607,70584,47.3561518,-122.1841491,1130,0,0,7,50,57,0.0504424778761062
"289","53033029602",254,53,33,29602,296.02,"Census Tract 296.02","G5020","S",6659409,50035,47.3383864,-122.1880544,213,0,1,2,0,3,0.0140845070422535
"290","53033029700",253,53,33,29700,297,"Census Tract 297","G5020","S",11047288,222690,47.3646803,-122.2258729,5672,0,387,941,327,1655,0.291784203102962
"291","53033029801",252,53,33,29801,298.01,"Census Tract 298.01","G5020","S",7901412,164205,47.3609177,-122.2683819,883,0,158,16,8,182,0.206115515288788
"292","53033029802",251,53,33,29802,298.02,"Census Tract 298.02","G5020","S",6856382,174573,47.3445746,-122.2747262,629,0,3,7,61,71,0.112877583465819
"293","53033029901",250,53,33,29901,299.01,"Census Tract 299.01","G5020","S",3958496,107134,47.3240587,-122.282336,533,0,0,212,51,263,0.49343339587242
"294","53033029902",249,53,33,29902,299.02,"Census Tract 299.02","G5020","S",6290862,10821,47.3241338,-122.2580667,2494,0,602,250,152,1004,0.402566158781075
"295","53033030003",232,53,33,30003,300.03,"Census Tract 300.03","G5020","S",4737504,846303,47.3588458,-122.3152313,937,0,19,35,21,75,0.080042689434365
"296","53033030004",231,53,33,30004,300.04,"Census Tract 300.04","G5020","S",2038151,0,47.3501042,-122.3033872,211,0,0,3,0,3,0.014218009478673
"297","53033030005",198,53,33,30005,300.05,"Census Tract 300.05","G5020","S",2174223,0,47.3365301,-122.3027673,328,0,1,0,3,4,0.0121951219512195
"298","53033030006",112,53,33,30006,300.06,"Census Tract 300.06","G5020","S",1984562,163997,47.3240408,-122.3041391,2818,0,8,4,0,12,0.0042583392476934
"299","53033030100",230,53,33,30100,301,"Census Tract 301","G5020","S",5851590,1972452,47.3361138,-122.3469054,345,5,4,26,2,37,0.107246376811594
"300","53033030201",229,53,33,30201,302.01,"Census Tract 302.01","G5020","S",2818919,52615,47.3206275,-122.3485442,315,46,2,0,7,55,0.174603174603175
"301","53033030202",228,53,33,30202,302.02,"Census Tract 302.02","G5020","S",3272013,0,47.3243897,-122.3231288,1598,0,9,19,2,30,0.0187734668335419
"302","53033030304",227,53,33,30304,303.04,"Census Tract 303.04","G5020","S",7344801,14259,47.2732632,-122.331856,2215,0,17,42,29,88,0.0397291196388262
"303","53033030305",212,53,33,30305,303.05,"Census Tract 303.05","G5020","S",3783120,1035821,47.3189756,-122.3888214,289,43,4,108,0,155,0.536332179930796
"304","53033030306",211,53,33,30306,303.06,"Census Tract 303.06","G5020","S",3764962,542278,47.3130416,-122.3996447,306,0,2,19,0,21,0.0686274509803922
"305","53033030308",210,53,33,30308,303.08,"Census Tract 303.08","G5020","S",2154064,0,47.3083168,-122.3520249,862,0,0,5,0,5,0.00580046403712297
"306","53033030309",209,53,33,30309,303.09,"Census Tract 303.09","G5020","S",2194426,27034,47.3032998,-122.3374114,1478,0,0,29,4,33,0.0223274695534506
"307","53033030310",188,53,33,30310,303.1,"Census Tract 303.10","G5020","S",3205491,0,47.2901057,-122.3495936,945,0,0,12,0,12,0.0126984126984127
"308","53033030311",187,53,33,30311,303.11,"Census Tract 303.11","G5020","S",1900453,3993,47.3078811,-122.368573,363,0,0,5,8,13,0.0358126721763085
"309","53033030312",186,53,33,30312,303.12,"Census Tract 303.12","G5020","S",1855241,0,47.2932144,-122.3682146,412,0,0,7,0,7,0.0169902912621359
"310","53033030313",114,53,33,30313,303.13,"Census Tract 303.13","G5020","S",4002289,0,47.3002419,-122.3139509,7943,0,132,421,178,731,0.0920307188719627
"311","53033030314",113,53,33,30314,303.14,"Census Tract 303.14","G5020","S",2503919,0,47.3080955,-122.3236866,8123,0,6,113,74,193,0.0237596946940785
"312","53033030401",185,53,33,30401,304.01,"Census Tract 304.01","G5020","S",12138960,348070,47.2944923,-122.2855895,3914,0,57,426,29,512,0.130812468063362
"313","53033030403",184,53,33,30403,304.03,"Census Tract 304.03","G5020","S",3853306,6562,47.2677479,-122.30923,155,0,0,12,3,15,0.0967741935483871
"314","53033030404",163,53,33,30404,304.04,"Census Tract 304.04","G5020","S",5989875,215746,47.267424,-122.2759315,223,0,11,13,12,36,0.161434977578475
"315","53033030501",162,53,33,30501,305.01,"Census Tract 305.01","G5020","S",11215570,175434,47.3272298,-122.2353245,15814,0,2937,2348,2153,7438,0.470342734286076
"316","53033030503",161,53,33,30503,305.03,"Census Tract 305.03","G5020","S",3258095,67676,47.3425849,-122.2130556,1747,0,31,11,0,42,0.0240412135088724
"317","53033030504",160,53,33,30504,305.04,"Census Tract 305.04","G5020","S",1524229,42763,47.3211155,-122.2135048,473,0,9,2,14,25,0.0528541226215645
"318","53033030600",159,53,33,30600,306,"Census Tract 306","G5020","S",3359294,69662,47.3069144,-122.2074969,4280,0,24,239,1,264,0.0616822429906542
"319","53033030700",158,53,33,30700,307,"Census Tract 307","G5020","S",1563564,0,47.2971636,-122.2215689,1100,0,0,79,6,85,0.0772727272727273
"320","53033030801",133,53,33,30801,308.01,"Census Tract 308.01","G5020","S",6975768,33797,47.2873666,-122.2352954,12419,0,6278,478,969,7725,0.622030759320396
"321","53033030802",132,53,33,30802,308.02,"Census Tract 308.02","G5020","S",1372874,0,47.2860456,-122.2137235,251,0,0,3,0,3,0.0119521912350598
"322","53033030901",131,53,33,30901,309.01,"Census Tract 309.01","G5020","S",3121503,0,47.280712,-122.2531115,1971,0,975,297,38,1310,0.664637239979706
"323","53033030902",130,53,33,30902,309.02,"Census Tract 309.02","G5020","S",3926189,28185,47.2657557,-122.2444934,346,0,49,61,10,120,0.346820809248555
"324","53033031000",129,53,33,31000,310,"Census Tract 310","G5020","S",12595437,162785,47.2689535,-122.1862464,365,0,159,10,6,175,0.479452054794521
"325","53033031100",128,53,33,31100,311,"Census Tract 311","G5020","S",7323964,116159,47.2909187,-122.1895001,2043,0,18,1,17,36,0.0176211453744493
"326","53033031202",353,53,33,31202,312.02,"Census Tract 312.02","G5020","S",66664775,755179,47.2529061,-122.0687913,805,0,22,26,30,78,0.0968944099378882
"327","53033031204",354,53,33,31204,312.04,"Census Tract 312.04","G5020","S",36871877,608947,47.306388,-122.129911,498,0,3,8,29,40,0.0803212851405622
"328","53033031205",179,53,33,31205,312.05,"Census Tract 312.05","G5020","S",5853259,41398,47.3280223,-122.177855,539,0,0,3,1,4,0.00742115027829314
"329","53033031206",3,53,33,31206,312.06,"Census Tract 312.06","G5020","S",3668962,60430,47.3135621,-122.183538,1320,0,1,1,4,6,0.00454545454545455
"330","53033031301",127,53,33,31301,313.01,"Census Tract 313.01","G5020","S",33118748,224283,47.2046996,-122.0589541,339,0,7,3,34,44,0.129793510324484
"331","53033031302",355,53,33,31302,313.02,"Census Tract 313.02","G5020","S",10879017,100642,47.1859757,-122.0118854,986,0,9,7,0,16,0.0162271805273834
"332","53033031400",372,53,33,31400,314,"Census Tract 314","G5020","S",6377757,1179,47.206636,-121.9889145,3468,0,554,59,30,643,0.185409457900807
"333","53033031501",72,53,33,31501,315.01,"Census Tract 315.01","G5020","S",161442521,1999864,47.3188879,-121.8784572,372,0,10,4,5,19,0.0510752688172043
"334","53033031502",180,53,33,31502,315.02,"Census Tract 315.02","G5020","S",1026438098,8763580,47.2405383,-121.6336958,631,0,2,20,13,35,0.0554675118858954
"335","53033031601",66,53,33,31601,316.01,"Census Tract 316.01","G5020","S",14669801,418507,47.331213,-122.0859477,197,46,0,3,6,55,0.279187817258883
"336","53033031603",67,53,33,31603,316.03,"Census Tract 316.03","G5020","S",56004069,1525160,47.3236418,-121.99185,612,0,12,82,0,94,0.15359477124183
"337","53033031604",141,53,33,31604,316.04,"Census Tract 316.04","G5020","S",4154795,3229,47.3543883,-122.0322942,346,0,0,6,10,16,0.046242774566474
"338","53033031605",115,53,33,31605,316.05,"Census Tract 316.05","G5020","S",15390877,1564307,47.3204617,-122.0465501,273,0,5,13,0,18,0.0659340659340659
"339","53033031703",2,53,33,31703,317.03,"Census Tract 317.03","G5020","S",7139218,643846,47.3716888,-122.1484314,360,0,0,14,18,32,0.0888888888888889
"340","53033031704",35,53,33,31704,317.04,"Census Tract 317.04","G5020","S",5745119,12142,47.3485371,-122.1448222,570,9,11,12,0,32,0.056140350877193
"341","53033031705",199,53,33,31705,317.05,"Census Tract 317.05","G5020","S",5049452,4701,47.3829339,-122.1150241,322,0,50,7,0,57,0.177018633540373
"342","53033031706",143,53,33,31706,317.06,"Census Tract 317.06","G5020","S",4169865,7815,47.3636938,-122.1170035,2855,0,0,62,2,64,0.0224168126094571
"343","53033031800",32,53,33,31800,318,"Census Tract 318","G5020","S",24842882,3331034,47.4085329,-122.1178196,521,17,0,10,5,32,0.0614203454894434
"344","53033031903",124,53,33,31903,319.03,"Census Tract 319.03","G5020","S",11736814,0,47.4821782,-122.110871,500,0,1,10,20,31,0.062
"345","53033031904",125,53,33,31904,319.04,"Census Tract 319.04","G5020","S",18942604,168049,47.465365,-122.0628374,562,0,89,0,14,103,0.183274021352313
